id,cond,rt
9,1,0.5
9,1,0.3828125
9,1,0.4609375
9,1,0.4296875
9,1,0.38671875
9,1,0.5546875
9,1,0.40625
9,1,0.44921875
9,1,0.40625
9,1,0.38671875
9,1,0.42578125
9,1,0.359375
9,1,0.421875
9,1,0.3359375
9,1,0.375
9,1,0.3359375
9,1,0.44921875
9,1,0.32421875
9,1,0.3671875
9,1,0.37890625
9,1,0.41015625
9,1,0.2890625
9,1,0.3359375
9,1,0.3671875
9,1,0.33203125
9,1,0.34375
9,2,999
9,2,999
9,2,999
9,2,999
9,2,999
9,2,999
9,2,999
9,2,999
9,2,999
9,2,999
9,2,999
9,2,999
9,2,999
9,2,999
9,2,999
9,2,999
9,2,999
9,2,999
9,2,999
9,2,999
9,2,999
9,2,999
9,2,999
9,2,999
9,2,999
9,2,999
9,2,999
9,2,999
9,2,999
9,2,999
9,3,1.91796875
9,3,0.1640625
9,3,0.43359375
9,3,0.33203125
9,3,0.34765625
9,3,0.15625
9,3,0.16015625
9,3,2.19921875
9,3,1.75
9,3,1.6796875
9,3,2.15625
9,3,0.203125
9,3,1.40625
9,3,1.58984375
9,3,1.734375
9,3,0.79296875
9,3,2.1953125
9,3,2.03515625
9,3,2.18359375
9,3,1.69140625
9,3,1.2265625
9,3,0.17578125
9,3,0.3515625
9,3,2
9,3,1.44140625
9,3,2.13671875
9,3,1.25390625
9,3,1
9,3,0.1875
9,3,1.828125
9,3,0.78125
12,1,0.41796875
12,1,0.765625
12,1,0.421875
12,1,0.3984375
12,1,0.453125
12,1,0.69921875
12,1,0.56640625
12,1,0.79296875
12,1,0.41015625
12,1,0.36328125
12,1,0.5078125
12,1,0.44921875
12,1,0.859375
12,1,0.76171875
12,1,0.60546875
12,1,0.828125
12,1,0.62109375
12,1,0.62109375
12,1,0.4453125
12,1,0.5
12,1,0.4453125
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
12,2,999
