1,3,20.046
1,3,46.72
1,3,16.67
1,3,-59.144
1,3,2.7716
1,3,-23.446
1,3,-47.352
1,3,55.672
1,3,19.631
1,3,6.5887
1,3,-7.9236
1,3,-42.939
1,3,-1.0768
1,3,-23.289
1,3,45.135
1,3,-19.74
1,3,-8.9793
1,3,-11.022
1,3,-4.6051
1,3,15.873
1,3,9.4081
1,3,-6.5169
1,1,12.624
1,1,25.964
1,1,33.531
1,1,-21.137
1,1,6.2117
1,1,-11.647
1,1,12.086
1,1,-41.503
1,1,51.376
1,1,-33.933
1,1,-41.225
1,1,28.505
1,1,-39.758
1,1,2.0379
1,1,16.939
1,1,-14.297
1,1,-43.148
1,1,-6.6006
1,1,4.9238
1,1,-66.671
1,1,-3.4338
1,1,-30.349
1,1,-12.864
1,1,-79.656
1,1,61.45
1,1,63.39
1,1,9.0426
1,1,30.539
1,1,-12.793
1,1,-45.421
1,1,-1.1344
1,1,45.294
1,1,-4.6193
1,1,-20.534
1,1,42.392
1,1,-5.3673
1,1,-37.952
1,2,13.527
1,2,-17.639
1,2,-58.117
1,2,-47.509
1,2,5.0457
1,2,31.732
1,2,19.216
1,2,10.923
1,2,-47.813
1,2,5.6942
1,2,-7.5468
1,2,3.753
1,2,12.476
1,2,-27.62
1,2,-2.436
1,2,-51.413
1,2,-22.903
1,2,-51.135
1,2,-16.219
1,2,49.882
1,2,12.741
1,2,-47.054
1,2,-50.713
1,2,12.256
1,2,48.155
1,2,-57.27
1,2,15.888
1,2,27.353
1,2,-56.193
1,2,37.228
1,2,23.215
1,2,-6.9365
1,2,-29.378
1,2,-59.646
2,3,0.55961
2,3,8.694
2,3,14.071
2,3,0.59118
2,3,74.015
2,3,-17.446
2,3,12.363
2,3,-7.9
2,3,-2.8908
2,3,-12.618
2,3,-5.0365
2,3,8.3072
2,3,-16.788
2,3,-15.325
2,3,-5.4064
2,3,18.387
2,3,12.413
2,3,-20.563
2,3,12.709
2,3,19.017
2,3,48.893
2,3,-12.959
2,3,34.265
2,3,-6.4494
2,3,0.56509
2,3,13.093
2,3,1.8015
2,1,-9.645
2,1,-15.529
2,1,-21.699
2,1,2.3472
2,1,-2.6686
2,1,8.4537
2,1,-17.924
2,1,-49.678
2,1,2.8024
2,1,8.2022
2,1,-49.223
2,1,-6.2072
2,1,-48.874
2,1,-4.9679
2,1,-38.027
