id,cond,burstcount,betamedian,betamean,endlast,amplast
2,2,2,0.873380064964294,0.902075111865997,348,0.679789483547211
2,2,1,0.682356476783752,0.77296394109726,182,0.530222952365875
2,2,1,0.996573269367218,1.05731117725372,227,1.00666916370392
2,2,1,0.831049799919128,0.865582942962646,153,0.817099452018738
2,2,0,0.742444038391113,0.792284667491913,449,0.692001760005951
2,2,3,0.958292007446289,1.03604900836945,377,0.661011457443237
2,2,1,0.78961181640625,0.827687919139862,119,0.794816434383392
2,2,0,0.83076548576355,0.875467121601105,449,0.546632051467896
2,2,4,0.999280452728271,1.06620287895203,273,1.08806550502777
2,2,4,1.14861571788788,1.14146077632904,377,1.18140232563019
2,2,2,0.977371692657471,0.969871401786804,333,1.02508533000946
2,2,1,1.00621950626373,0.989699900150299,140,1.23919975757599
2,2,6,0.925849080085754,1.03055083751678,396,0.816077828407288
2,2,3,0.915590226650238,0.983310163021088,255,1.17180109024048
2,2,2,1.01659035682678,1.06902027130127,341,0.81328934431076
2,2,3,0.973092913627625,1.09720969200134,385,1.33058261871338
2,2,6,1.05664312839508,1.1147688627243,344,2.0509614944458
2,2,4,1.11590123176575,1.10970270633698,313,1.09325611591339
2,2,3,1.05836820602417,1.06412661075592,279,0.710297346115112
2,2,0,0.616207480430603,0.679692506790161,449,0.792820453643799
2,2,3,0.795558333396912,0.845308363437653,32,1.19121742248535
2,2,1,0.73823618888855,0.790555000305176,99,1.02456760406494
2,2,3,0.898688435554504,1.04155695438385,55,4.85008430480957
2,2,0,0.850594639778137,0.879256546497345,449,1.11655938625336
2,2,2,0.878386676311493,0.964857578277588,73,1.37756931781769
2,2,3,1.03124248981476,1.07356595993042,391,1.02019810676575
2,2,1,0.832199454307556,0.855891466140747,305,0.996482849121094
2,2,1,0.857829809188843,0.883606851100922,182,0.697831571102142
2,2,3,1.09756278991699,1.05550849437714,349,1.20831573009491
2,2,5,1.04374718666077,1.0568300485611,383,0.645853996276855
2,2,2,0.993021130561829,1.05433964729309,447,1.01802504062653
2,2,2,0.98011976480484,0.980971693992615,319,1.46700632572174
2,2,0,0.884541988372803,0.922643899917603,449,1.31566047668457
2,2,4,1.05458569526672,1.16796159744263,416,1.62259495258331
2,2,1,0.763440430164337,0.781567633152008,38,1.0261070728302
2,2,1,0.889679670333862,0.870929360389709,30,1.70509195327759
2,2,3,0.8955437541008,0.932050049304962,376,0.972300052642822
2,2,0,0.581787824630737,0.615741431713104,449,0.594954013824463
2,2,3,1.09262251853943,1.10808312892914,63,2.0080840587616
2,2,0,0.783568799495697,0.821144759654999,449,0.802584111690521
2,2,1,0.892526626586914,0.911878883838654,415,0.792701184749603
2,2,3,0.813320279121399,0.879837453365326,268,1.59862852096558
2,2,1,0.854466438293457,0.925614297389984,82,0.828243732452393
2,2,0,0.795732736587524,0.786030292510986,449,0.502952992916107
2,2,3,0.860290467739105,0.943703472614288,412,0.846000254154205
2,2,0,0.709373474121094,0.725122809410095,449,0.838923990726471
2,2,2,0.914838910102844,0.95932149887085,379,0.585301101207733
2,2,1,0.744365751743317,0.75587409734726,287,0.51956844329834
2,2,1,0.806372046470642,0.849576950073242,87,1.0457775592804
2,2,3,0.945452570915222,0.989740669727325,414,1.39260113239288
2,2,6,1.10117220878601,1.15378260612488,283,1.5664119720459
2,2,4,0.993256211280823,1.02719008922577,353,0.848192095756531
2,2,2,0.971014797687531,0.996933341026306,386,1.61322832107544
2,2,8,1.2153959274292,1.16689467430115,431,1.91649782657623
2,2,2,0.896908283233643,0.925585687160492,228,0.637318849563599
2,2,3,1.08194243907928,1.19699585437775,352,1.0442613363266
2,2,0,0.861209630966187,0.83514142036438,449,0.813742578029633
2,2,2,0.874991655349731,0.939479231834412,307,1.01491236686707
2,2,1,0.862428665161133,0.905650794506073,237,0.972351968288422
2,2,0,0.690560579299927,0.711322546005249,449,1.02853906154633
2,2,2,0.887513935565948,0.953086614608765,388,1.33226585388184
2,2,0,0.531816601753235,0.590290486812592,449,0.477994024753571
2,2,3,0.906438708305359,0.917986512184143,315,0.941427111625671
2,2,3,0.802540421485901,0.892397999763489,446,0.890927493572235
2,2,0,0.661982715129852,0.692956686019897,449,0.545712172985077
2,2,1,0.740638077259064,0.759780883789062,347,0.632744610309601
2,2,0,0.74109411239624,0.789394855499268,449,0.558130741119385
2,2,0,0.750139713287354,0.787268936634064,449,0.357294142246246
